mae,mse,rmse,r2,train_time_sec,predict_time_sec,model
13192.231009634494,955645304.4117165,30913.513297775076,0.573892962524456,11.04846712499966,0.032526500001040404,Linear Regression
11030.577389968677,798052777.7658757,28249.827924535675,0.644160962950286,0.9009301250007411,0.058375083999635535,Ridge Regression
9878.297445460834,795624492.4629797,28206.816418429422,0.6452436967342389,8.475297667000632,0.03889175000040268,Lasso Regression
13608.239880713929,845532900.8377898,29078.048435852597,0.6229903314536955,0.3298537499995291,0.026054457999634906,Decision Tree Regressor
12404.264883945072,827367417.7544235,28763.99516330135,0.6310900313582855,5.497811709001326,0.056100291998518514,Random Forest Regressor
12327.908455666447,785989725.4617949,28035.50829683305,0.6495396860565212,31.392288584000198,0.07539712500147289,Gradient Boosting Regressor
19262.415373168787,2037663874.470786,45140.49041017151,0.09143809642200118,15.32468158300071,5.472327958001188,Support Vector Regressor
